id,path,img_path,label,mask,gender,age
000025,000025_female_Asian_49,/opt/ml/input/data/train/images/000025_female_Asian_49/incorrect_mask.jpg,10,1,1,1
000025,000025_female_Asian_49,/opt/ml/input/data/train/images/000025_female_Asian_49/mask5.jpg,4,0,1,1
000025,000025_female_Asian_49,/opt/ml/input/data/train/images/000025_female_Asian_49/mask1.jpg,4,0,1,1
000025,000025_female_Asian_49,/opt/ml/input/data/train/images/000025_female_Asian_49/mask4.jpg,4,0,1,1
000025,000025_female_Asian_49,/opt/ml/input/data/train/images/000025_female_Asian_49/mask2.jpg,4,0,1,1
000025,000025_female_Asian_49,/opt/ml/input/data/train/images/000025_female_Asian_49/normal.jpg,16,2,1,1
000025,000025_female_Asian_49,/opt/ml/input/data/train/images/000025_female_Asian_49/mask3.jpg,4,0,1,1
000026,000026_female_Asian_56,/opt/ml/input/data/train/images/000026_female_Asian_56/incorrect_mask.jpg,10,1,1,1
000026,000026_female_Asian_56,/opt/ml/input/data/train/images/000026_female_Asian_56/mask5.jpg,4,0,1,1
000026,000026_female_Asian_56,/opt/ml/input/data/train/images/000026_female_Asian_56/mask1.jpg,4,0,1,1
000026,000026_female_Asian_56,/opt/ml/input/data/train/images/000026_female_Asian_56/mask4.jpg,4,0,1,1
000026,000026_female_Asian_56,/opt/ml/input/data/train/images/000026_female_Asian_56/mask2.jpg,4,0,1,1
000026,000026_female_Asian_56,/opt/ml/input/data/train/images/000026_female_Asian_56/normal.jpg,16,2,1,1
000026,000026_female_Asian_56,/opt/ml/input/data/train/images/000026_female_Asian_56/mask3.jpg,4,0,1,1
000028,000028_female_Asian_58,/opt/ml/input/data/train/images/000028_female_Asian_58/incorrect_mask.jpg,10,1,1,1
000028,000028_female_Asian_58,/opt/ml/input/data/train/images/000028_female_Asian_58/mask5.jpg,4,0,1,1
000028,000028_female_Asian_58,/opt/ml/input/data/train/images/000028_female_Asian_58/mask1.jpg,4,0,1,1
000028,000028_female_Asian_58,/opt/ml/input/data/train/images/000028_female_Asian_58/mask4.jpg,4,0,1,1
000028,000028_female_Asian_58,/opt/ml/input/data/train/images/000028_female_Asian_58/mask2.jpg,4,0,1,1
000028,000028_female_Asian_58,/opt/ml/input/data/train/images/000028_female_Asian_58/normal.jpg,16,2,1,1
000028,000028_female_Asian_58,/opt/ml/input/data/train/images/000028_female_Asian_58/mask3.jpg,4,0,1,1
000029,000029_female_Asian_58,/opt/ml/input/data/train/images/000029_female_Asian_58/incorrect_mask.jpg,10,1,1,1
000029,000029_female_Asian_58,/opt/ml/input/data/train/images/000029_female_Asian_58/mask5.jpg,4,0,1,1
000029,000029_female_Asian_58,/opt/ml/input/data/train/images/000029_female_Asian_58/mask1.jpg,4,0,1,1
000029,000029_female_Asian_58,/opt/ml/input/data/train/images/000029_female_Asian_58/mask4.jpg,4,0,1,1
000029,000029_female_Asian_58,/opt/ml/input/data/train/images/000029_female_Asian_58/mask2.jpg,4,0,1,1
000029,000029_female_Asian_58,/opt/ml/input/data/train/images/000029_female_Asian_58/normal.jpg,16,2,1,1
000029,000029_female_Asian_58,/opt/ml/input/data/train/images/000029_female_Asian_58/mask3.jpg,4,0,1,1
000030,000030_female_Asian_55,/opt/ml/input/data/train/images/000030_female_Asian_55/incorrect_mask.jpg,10,1,1,1
000030,000030_female_Asian_55,/opt/ml/input/data/train/images/000030_female_Asian_55/mask5.jpg,4,0,1,1
000030,000030_female_Asian_55,/opt/ml/input/data/train/images/000030_female_Asian_55/mask1.jpg,4,0,1,1
000030,000030_female_Asian_55,/opt/ml/input/data/train/images/000030_female_Asian_55/mask4.jpg,4,0,1,1
000030,000030_female_Asian_55,/opt/ml/input/data/train/images/000030_female_Asian_55/mask2.jpg,4,0,1,1
000030,000030_female_Asian_55,/opt/ml/input/data/train/images/000030_female_Asian_55/normal.jpg,16,2,1,1
000030,000030_female_Asian_55,/opt/ml/input/data/train/images/000030_female_Asian_55/mask3.jpg,4,0,1,1
000031,000031_female_Asian_54,/opt/ml/input/data/train/images/000031_female_Asian_54/incorrect_mask.jpg,10,1,1,1
000031,000031_female_Asian_54,/opt/ml/input/data/train/images/000031_female_Asian_54/mask5.jpg,4,0,1,1
000031,000031_female_Asian_54,/opt/ml/input/data/train/images/000031_female_Asian_54/mask1.jpg,4,0,1,1
000031,000031_female_Asian_54,/opt/ml/input/data/train/images/000031_female_Asian_54/mask4.jpg,4,0,1,1
000031,000031_female_Asian_54,/opt/ml/input/data/train/images/000031_female_Asian_54/mask2.jpg,4,0,1,1
000031,000031_female_Asian_54,/opt/ml/input/data/train/images/000031_female_Asian_54/normal.jpg,16,2,1,1
000031,000031_female_Asian_54,/opt/ml/input/data/train/images/000031_female_Asian_54/mask3.jpg,4,0,1,1
000033,000033_male_Asian_57,/opt/ml/input/data/train/images/000033_male_Asian_57/incorrect_mask.jpg,7,1,0,1
000033,000033_male_Asian_57,/opt/ml/input/data/train/images/000033_male_Asian_57/mask5.jpg,1,0,0,1
000033,000033_male_Asian_57,/opt/ml/input/data/train/images/000033_male_Asian_57/mask1.jpg,1,0,0,1
000033,000033_male_Asian_57,/opt/ml/input/data/train/images/000033_male_Asian_57/mask4.jpg,1,0,0,1
000033,000033_male_Asian_57,/opt/ml/input/data/train/images/000033_male_Asian_57/mask2.jpg,1,0,0,1
000033,000033_male_Asian_57,/opt/ml/input/data/train/images/000033_male_Asian_57/normal.jpg,13,2,0,1
000033,000033_male_Asian_57,/opt/ml/input/data/train/images/000033_male_Asian_57/mask3.jpg,1,0,0,1
000034,000034_female_Asian_55,/opt/ml/input/data/train/images/000034_female_Asian_55/incorrect_mask.jpg,10,1,1,1
000034,000034_female_Asian_55,/opt/ml/input/data/train/images/000034_female_Asian_55/mask5.jpg,4,0,1,1
000034,000034_female_Asian_55,/opt/ml/input/data/train/images/000034_female_Asian_55/mask1.jpg,4,0,1,1
000034,000034_female_Asian_55,/opt/ml/input/data/train/images/000034_female_Asian_55/mask4.jpg,4,0,1,1
000034,000034_female_Asian_55,/opt/ml/input/data/train/images/000034_female_Asian_55/mask2.jpg,4,0,1,1
000034,000034_female_Asian_55,/opt/ml/input/data/train/images/000034_female_Asian_55/normal.jpg,16,2,1,1
000034,000034_female_Asian_55,/opt/ml/input/data/train/images/000034_female_Asian_55/mask3.jpg,4,0,1,1
000036,000036_female_Asian_58,/opt/ml/input/data/train/images/000036_female_Asian_58/incorrect_mask.jpg,10,1,1,1
000036,000036_female_Asian_58,/opt/ml/input/data/train/images/000036_female_Asian_58/mask5.jpg,4,0,1,1
000036,000036_female_Asian_58,/opt/ml/input/data/train/images/000036_female_Asian_58/mask1.jpg,4,0,1,1
000036,000036_female_Asian_58,/opt/ml/input/data/train/images/000036_female_Asian_58/mask4.jpg,4,0,1,1
000036,000036_female_Asian_58,/opt/ml/input/data/train/images/000036_female_Asian_58/mask2.jpg,4,0,1,1
000036,000036_female_Asian_58,/opt/ml/input/data/train/images/000036_female_Asian_58/normal.jpg,16,2,1,1
000036,000036_female_Asian_58,/opt/ml/input/data/train/images/000036_female_Asian_58/mask3.jpg,4,0,1,1
000037,000037_female_Asian_58,/opt/ml/input/data/train/images/000037_female_Asian_58/incorrect_mask.jpg,10,1,1,1
000037,000037_female_Asian_58,/opt/ml/input/data/train/images/000037_female_Asian_58/mask5.jpg,4,0,1,1
000037,000037_female_Asian_58,/opt/ml/input/data/train/images/000037_female_Asian_58/mask1.jpg,4,0,1,1
000037,000037_female_Asian_58,/opt/ml/input/data/train/images/000037_female_Asian_58/mask4.jpg,4,0,1,1
000037,000037_female_Asian_58,/opt/ml/input/data/train/images/000037_female_Asian_58/mask2.jpg,4,0,1,1
000037,000037_female_Asian_58,/opt/ml/input/data/train/images/000037_female_Asian_58/normal.jpg,16,2,1,1
000037,000037_female_Asian_58,/opt/ml/input/data/train/images/000037_female_Asian_58/mask3.jpg,4,0,1,1
000038,000038_female_Asian_58,/opt/ml/input/data/train/images/000038_female_Asian_58/incorrect_mask.jpg,10,1,1,1
000038,000038_female_Asian_58,/opt/ml/input/data/train/images/000038_female_Asian_58/mask5.jpg,4,0,1,1
000038,000038_female_Asian_58,/opt/ml/input/data/train/images/000038_female_Asian_58/mask1.jpg,4,0,1,1
000038,000038_female_Asian_58,/opt/ml/input/data/train/images/000038_female_Asian_58/mask4.jpg,4,0,1,1
000038,000038_female_Asian_58,/opt/ml/input/data/train/images/000038_female_Asian_58/mask2.jpg,4,0,1,1
000038,000038_female_Asian_58,/opt/ml/input/data/train/images/000038_female_Asian_58/normal.jpg,16,2,1,1
000038,000038_female_Asian_58,/opt/ml/input/data/train/images/000038_female_Asian_58/mask3.jpg,4,0,1,1
000039,000039_female_Asian_57,/opt/ml/input/data/train/images/000039_female_Asian_57/incorrect_mask.jpg,10,1,1,1
000039,000039_female_Asian_57,/opt/ml/input/data/train/images/000039_female_Asian_57/mask5.jpg,4,0,1,1
000039,000039_female_Asian_57,/opt/ml/input/data/train/images/000039_female_Asian_57/mask1.jpg,4,0,1,1
000039,000039_female_Asian_57,/opt/ml/input/data/train/images/000039_female_Asian_57/mask4.jpg,4,0,1,1
000039,000039_female_Asian_57,/opt/ml/input/data/train/images/000039_female_Asian_57/mask2.jpg,4,0,1,1
000039,000039_female_Asian_57,/opt/ml/input/data/train/images/000039_female_Asian_57/normal.jpg,16,2,1,1
000039,000039_female_Asian_57,/opt/ml/input/data/train/images/000039_female_Asian_57/mask3.jpg,4,0,1,1
000040,000040_female_Asian_57,/opt/ml/input/data/train/images/000040_female_Asian_57/incorrect_mask.jpg,10,1,1,1
000040,000040_female_Asian_57,/opt/ml/input/data/train/images/000040_female_Asian_57/mask5.jpg,4,0,1,1
000040,000040_female_Asian_57,/opt/ml/input/data/train/images/000040_female_Asian_57/mask1.jpg,4,0,1,1
000040,000040_female_Asian_57,/opt/ml/input/data/train/images/000040_female_Asian_57/mask4.jpg,4,0,1,1
000040,000040_female_Asian_57,/opt/ml/input/data/train/images/000040_female_Asian_57/mask2.jpg,4,0,1,1
000040,000040_female_Asian_57,/opt/ml/input/data/train/images/000040_female_Asian_57/normal.jpg,16,2,1,1
000040,000040_female_Asian_57,/opt/ml/input/data/train/images/000040_female_Asian_57/mask3.jpg,4,0,1,1
000041,000041_female_Asian_58,/opt/ml/input/data/train/images/000041_female_Asian_58/incorrect_mask.jpg,10,1,1,1
000041,000041_female_Asian_58,/opt/ml/input/data/train/images/000041_female_Asian_58/mask5.jpg,4,0,1,1
000041,000041_female_Asian_58,/opt/ml/input/data/train/images/000041_female_Asian_58/mask1.jpg,4,0,1,1
000041,000041_female_Asian_58,/opt/ml/input/data/train/images/000041_female_Asian_58/mask4.jpg,4,0,1,1
000041,000041_female_Asian_58,/opt/ml/input/data/train/images/000041_female_Asian_58/mask2.jpg,4,0,1,1
000041,000041_female_Asian_58,/opt/ml/input/data/train/images/000041_female_Asian_58/normal.jpg,16,2,1,1
000041,000041_female_Asian_58,/opt/ml/input/data/train/images/000041_female_Asian_58/mask3.jpg,4,0,1,1
000043,000043_male_Asian_56,/opt/ml/input/data/train/images/000043_male_Asian_56/incorrect_mask.jpg,7,1,0,1
000043,000043_male_Asian_56,/opt/ml/input/data/train/images/000043_male_Asian_56/mask5.jpg,1,0,0,1
000043,000043_male_Asian_56,/opt/ml/input/data/train/images/000043_male_Asian_56/mask1.jpg,1,0,0,1
000043,000043_male_Asian_56,/opt/ml/input/data/train/images/000043_male_Asian_56/mask4.jpg,1,0,0,1
000043,000043_male_Asian_56,/opt/ml/input/data/train/images/000043_male_Asian_56/mask2.jpg,1,0,0,1
000043,000043_male_Asian_56,/opt/ml/input/data/train/images/000043_male_Asian_56/normal.jpg,13,2,0,1
000043,000043_male_Asian_56,/opt/ml/input/data/train/images/000043_male_Asian_56/mask3.jpg,1,0,0,1
000044,000044_female_Asian_58,/opt/ml/input/data/train/images/000044_female_Asian_58/incorrect_mask.jpg,10,1,1,1
000044,000044_female_Asian_58,/opt/ml/input/data/train/images/000044_female_Asian_58/mask5.jpg,4,0,1,1
